Ilan no,il,Emlak Tipi,m² (Brüt),m² (Net),Oda Sayısı,Bina Yaşı,Bulunduğu Kat,Kat Sayısı,Isıtma turu,Banyo Sayısı,Balkon sayisi,Asansör,Otopark,Site İçerisinde,Aidat (TL),Krediye Uygun,fiyat
1002725,İstanbul,Daire,168,140,5,5,1,16,Klima,1,1,True,False,True,100,True,3138906
1004290,İstanbul,Daire,38,27,3,74,1,1,Klima,2,2,False,False,False,31,True,603074
1004334,Gaziantep,Dükkan,240,205,0,20,0,4,Doğalgaz (Kombi),2,0,False,True,False,0,False,1043544
1000383,Antalya,Daire,231,194,1,64,9,17,Doğalgaz (Kombi),1,1,True,False,False,0,True,1916847
1007485,Samsun,Daire,146,126,2,79,6,11,Merkezi,1,0,False,False,False,105,True,559589
1004886,Ankara,Dükkan,87,66,0,49,0,2,Doğalgaz (Kombi),2,1,False,False,False,126,False,873291
1000857,Bursa,Daire,248,201,2,26,8,16,Merkezi,3,1,True,True,False,104,False,2072061
1000370,Ankara,Daire,151,133,2,53,9,13,Klima,1,2,True,False,False,44,True,1176934
1006539,Mersin,Daire,182,137,2,5,2,3,Doğalgaz (Kombi),1,1,False,True,False,0,True,913298
1002561,Bursa,Daire,77,68,1,55,3,6,Doğalgaz (Kombi),2,1,True,False,True,127,False,654360
1003801,İstanbul,Daire,190,142,4,3,0,11,Merkezi,2,1,True,True,False,41,True,4713776
1005455,Bursa,Daire,233,174,4,60,2,6,Doğalgaz (Kombi),1,0,True,True,False,0,True,1681432
1010162,İstanbul,Dükkan,150,105,0,37,8,10,Doğalgaz (Kombi),1,1,False,True,False,41,False,3024795
1013857,İstanbul,Daire,164,134,3,45,4,5,Merkezi,1,2,True,False,True,294,True,2900935
1006859,Kayseri,Dükkan,294,217,0,57,0,11,Klima,2,2,False,False,False,57,False,1403324
1010212,Adana,Daire,112,84,2,13,2,17,Klima,2,3,True,False,True,516,False,513906
1013311,Ankara,Daire,121,109,3,54,11,16,Soba,1,1,True,True,True,212,True,1185873
1014406,Antalya,Daire,126,92,3,53,3,7,Doğalgaz (Kombi),1,1,True,True,True,100,True,1198021
1005944,Antalya,Daire,207,189,5,29,3,5,Doğalgaz (Kombi),1,1,True,False,False,0,False,1402227
1000615,İstanbul,Dükkan,237,196,0,42,8,17,Doğalgaz (Kombi),2,0,False,False,False,139,False,5967057
1002575,Ankara,Daire,60,47,3,15,0,2,Merkezi,2,1,False,True,False,149,False,634773
1000053,Ankara,Daire,190,137,2,13,2,6,Doğalgaz (Kombi),2,1,True,False,False,81,True,947753
1013419,Eskişehir,Daire,83,75,4,29,1,3,Merkezi,1,1,True,False,True,319,True,523387
1003340,İstanbul,Daire,221,196,3,20,1,1,Doğalgaz (Kombi),3,1,False,False,False,0,True,7751485
1011350,İstanbul,Daire,180,153,2,2,5,8,Merkezi,1,1,True,True,False,221,True,2608770
1009897,Ankara,Daire,148,127,1,4,7,11,Klima,2,2,True,False,False,33,True,1518794
1013597,Ankara,Daire,74,63,1,41,3,5,Doğalgaz (Kombi),2,1,True,True,False,6,True,888148
1010099,Trabzon,Daire,171,123,2,17,0,6,Doğalgaz (Kombi),2,1,True,True,False,163,True,795403
1010052,İstanbul,Daire,246,211,1,48,1,2,Soba,1,1,False,False,False,0,True,6153270
1013806,Adana,Daire,53,47,4,51,4,5,Doğalgaz (Kombi),1,2,True,False,True,496,True,201706
1005876,İstanbul,Daire,93,72,3,42,0,2,Doğalgaz (Kombi),2,1,False,True,False,0,True,1940343
1010196,Mersin,Daire,146,109,2,34,6,14,Doğalgaz (Kombi),1,1,True,False,True,103,True,830725
1008995,İstanbul,Daire,93,77,3,21,1,17,Klima,1,1,True,False,False,0,True,2241013
1001812,İstanbul,Daire,198,171,1,17,1,8,Doğalgaz (Kombi),1,3,True,True,False,10,True,4256892
1000990,Diyarbakır,Daire,98,72,3,3,0,2,Doğalgaz (Kombi),1,1,False,False,True,105,True,248797
1010389,Adana,Dükkan,145,127,0,18,15,17,Doğalgaz (Kombi),2,1,False,False,False,56,False,579553
1012577,Bursa,Daire,236,167,3,27,4,13,Doğalgaz (Kombi),1,3,True,True,False,144,True,1161570
1008411,İstanbul,Daire,75,54,4,41,3,5,Soba,2,1,True,True,True,438,True,2167220
1002942,Antalya,Daire,77,58,3,45,5,15,Yerden Isıtma,1,2,True,False,True,349,True,629259
1009480,İstanbul,Daire,139,111,2,46,0,2,Soba,1,1,False,True,False,0,True,3392967
1003163,İzmir,Daire,239,180,3,1,0,4,Klima,3,1,False,True,False,152,True,2788929
1004678,İstanbul,Daire,61,52,2,31,7,10,Klima,1,1,True,True,True,100,False,1522140
1002618,Malatya,Dükkan,169,131,0,29,11,13,Doğalgaz (Kombi),3,3,False,False,False,0,True,604661
1003612,İstanbul,Daire,210,161,3,18,6,17,Merkezi,1,1,True,False,False,0,True,2166083
1008235,Kayseri,Daire,107,93,3,4,5,6,Doğalgaz (Kombi),2,3,False,True,True,100,True,479676
1007871,Antalya,Daire,140,107,3,36,3,9,Soba,2,1,True,True,False,0,True,1662645
1011982,İstanbul,Daire,218,181,2,40,1,4,Doğalgaz (Kombi),3,2,True,True,False,131,True,4458804
1003792,Konya,Daire,93,73,2,25,7,8,Doğalgaz (Kombi),2,0,False,False,True,100,True,351606
1009695,İzmir,Daire,169,133,1,0,11,16,Doğalgaz (Kombi),2,1,True,False,True,163,False,2863233
1010130,Malatya,Ofis,220,196,2,17,4,12,Doğalgaz (Kombi),1,2,True,True,True,37,True,670186
1003439,Ankara,Daire,175,139,2,0,1,2,Doğalgaz (Kombi),2,1,True,True,False,69,True,1400291
1001892,İstanbul,Dükkan,250,228,0,19,3,12,Yerden Isıtma,1,1,False,False,False,36,False,5758897
1014463,İzmir,Arsa,1080,1080,0,12,7,13,Merkezi,2,1,False,True,False,0,False,6881552
1013998,İstanbul,Arsa,162,162,0,41,8,13,Merkezi,1,1,False,True,False,9,False,1575160
1005255,İstanbul,Daire,81,66,2,54,7,17,Doğalgaz (Kombi),1,1,False,False,True,100,True,1369463
1005167,İstanbul,Daire,159,112,3,22,2,12,Doğalgaz (Kombi),1,2,True,True,False,16,True,2275897
1006460,İzmir,Daire,153,118,3,55,2,5,Merkezi,2,1,True,False,False,0,True,1793156
1001505,İstanbul,Daire,115,98,3,51,4,13,Doğalgaz (Kombi),1,1,True,False,True,242,True,3137200
1010355,İstanbul,Arsa,522,522,0,31,1,10,Yerden Isıtma,1,1,False,False,False,65,False,5742028
1000670,Mersin,Daire,86,76,3,10,4,12,Doğalgaz (Kombi),2,0,True,False,False,0,True,472873
1009471,Eskişehir,Ofis,188,143,0,20,1,5,Yerden Isıtma,2,1,False,False,False,124,True,1058869
1011366,İstanbul,Ofis,207,173,3,53,0,2,Merkezi,1,2,False,False,False,0,True,4330725
1000897,İstanbul,Daire,43,38,4,41,1,6,Soba,2,1,True,True,False,195,True,1048913
1003306,Ankara,Daire,87,78,2,15,8,12,Doğalgaz (Kombi),1,0,False,True,True,236,False,786394
1008026,Kayseri,Arsa,1603,1603,0,15,10,14,Soba,1,1,False,True,False,66,False,6026758
1006239,Bursa,Daire,224,180,2,51,0,2,Merkezi,2,2,True,True,False,106,True,1099547
1002890,İstanbul,Dükkan,191,175,0,57,10,16,Yerden Isıtma,2,0,False,False,False,95,True,3133687
1006003,Gaziantep,Arsa,304,304,0,61,1,1,Doğalgaz (Kombi),1,1,False,True,False,90,True,1492104
1007739,Kayseri,Dükkan,200,154,0,39,0,4,Doğalgaz (Kombi),1,3,False,False,False,0,False,1071580
1011417,Antalya,Daire,42,30,3,13,4,15,Soba,1,1,False,True,False,46,False,305167
1011633,Kayseri,Daire,166,122,3,73,1,5,Doğalgaz (Kombi),1,1,True,True,False,58,True,926563
1008397,İstanbul,Daire,79,72,3,28,1,18,Isıtma Yok,1,1,True,True,False,321,True,2402530
1000002,Diyarbakır,Arsa,1636,1636,0,16,2,3,Doğalgaz (Kombi),2,2,True,True,False,14,False,5112117
1009961,Mersin,Daire,52,48,1,48,7,14,Isıtma Yok,2,0,True,False,False,0,True,275706
1012750,İstanbul,Daire,138,111,5,55,9,10,Doğalgaz (Kombi),1,1,True,False,False,77,False,2392744
1006079,İstanbul,Daire,218,181,1,48,2,3,Merkezi,1,1,False,False,True,242,True,4926411
1000531,Antalya,Dükkan,208,149,0,25,11,16,Merkezi,1,1,False,True,False,181,False,2004539
1012932,Bursa,Daire,154,139,3,52,0,4,Doğalgaz (Kombi),1,1,False,False,False,0,True,1196057
1008181,Konya,Arsa,1780,1780,0,27,2,6,Doğalgaz (Kombi),2,1,False,True,False,182,False,6694660
1012978,Kayseri,Daire,243,211,3,42,2,13,Doğalgaz (Kombi),1,1,True,False,True,363,True,1188091
1006476,Samsun,Daire,239,202,1,35,7,10,Isıtma Yok,2,1,True,True,False,67,True,833843
1013384,İzmir,Daire,97,71,3,49,1,5,Doğalgaz (Kombi),1,0,True,False,False,89,True,1145186
1012709,Ankara,Arsa,587,587,0,35,5,6,Isıtma Yok,1,2,False,False,False,124,False,3484105
1008923,Samsun,Daire,48,42,1,18,0,9,Doğalgaz (Kombi),1,3,True,True,False,102,True,200119
1003406,İstanbul,Daire,99,85,3,15,8,11,Yerden Isıtma,2,0,False,False,True,107,True,1410193
1005991,İzmir,Daire,220,181,2,62,2,16,Soba,1,0,True,True,False,111,True,2446030
1006328,Eskişehir,Daire,139,114,1,40,2,12,Soba,1,1,True,False,False,188,True,863919
1010374,İstanbul,Arsa,706,706,0,39,2,3,Merkezi,1,2,True,False,False,183,False,13181649
1002565,İzmir,Villa,788,616,3,29,3,11,Doğalgaz (Kombi),2,1,True,False,False,117,True,16831228
1002581,İstanbul,Daire,220,179,4,6,12,13,Doğalgaz (Kombi),1,0,True,True,False,15,True,5339787
1012770,Adana,Daire,133,101,2,44,8,11,Doğalgaz (Kombi),1,1,True,True,True,100,True,731778
1008385,Bursa,Daire,196,141,3,12,4,5,Soba,1,1,False,False,False,0,True,1417962
1002607,Bursa,Daire,214,154,4,56,13,14,Soba,1,2,True,False,True,242,True,2046512
1010484,İstanbul,Arsa,1772,1772,0,38,3,4,Doğalgaz (Kombi),1,1,False,False,False,0,False,24376935
1014216,Ankara,Ofis,379,286,1,55,4,8,Merkezi,1,0,True,True,True,83,False,4274187
1009447,Ankara,Dükkan,215,156,0,39,0,5,Doğalgaz (Kombi),1,0,False,True,False,124,False,1989006
1002104,Ankara,Daire,84,60,2,2,4,9,Klima,2,0,False,False,True,119,True,880883
1013953,İstanbul,Daire,220,176,4,31,4,10,Doğalgaz (Kombi),1,1,True,False,False,102,True,3499668
1010680,İstanbul,Daire,214,171,3,29,5,17,Merkezi,1,2,True,True,True,332,True,4373412
1013730,Antalya,Daire,43,35,3,8,7,8,Doğalgaz (Kombi),3,1,True,True,False,75,True,403552
1004994,Ankara,Villa,141,127,4,76,1,13,Doğalgaz (Kombi),3,2,False,False,True,294,True,1479103
1011203,İstanbul,Dükkan,207,170,0,23,6,18,Merkezi,2,1,False,False,False,0,False,7423454
1005057,Ankara,Daire,145,119,2,17,1,6,Klima,1,1,True,False,False,90,True,1333931
1000658,İstanbul,Daire,102,92,3,23,4,14,Yerden Isıtma,1,1,True,False,True,145,False,3185659
1004434,Ankara,Arsa,370,370,0,2,6,8,Merkezi,2,0,True,False,False,0,False,1970989
1014249,Bursa,Villa,764,645,4,26,0,4,Merkezi,1,2,True,False,False,0,True,8864856
1003816,İstanbul,Daire,57,50,3,29,0,14,Soba,1,1,True,False,True,384,True,991340
1006773,İstanbul,Dükkan,64,57,0,26,7,12,Doğalgaz (Kombi),1,1,False,True,False,120,True,1368925
1014067,Antalya,Daire,152,134,4,59,1,4,Doğalgaz (Kombi),2,1,True,False,False,63,True,1813671
1009813,İstanbul,Daire,50,36,3,79,8,16,Doğalgaz (Kombi),3,2,True,False,False,0,True,1109808
1014148,İstanbul,Daire,166,124,2,21,1,2,Doğalgaz (Kombi),2,1,False,True,False,0,True,4464181
1007260,Malatya,Daire,220,179,4,11,15,18,Merkezi,2,0,True,False,False,0,True,937121
1003904,Adana,Daire,135,111,5,34,0,5,Doğalgaz (Kombi),1,1,True,False,False,0,True,962448
1011210,Samsun,Daire,167,137,5,62,1,5,Merkezi,1,1,True,False,False,111,True,681360
1013358,Antalya,Daire,167,128,3,77,8,9,Doğalgaz (Kombi),1,1,False,False,False,114,True,941064
1009288,Kayseri,Daire,65,55,2,48,6,14,Doğalgaz (Kombi),2,0,True,False,True,136,True,298766
1006811,Mersin,Daire,115,104,3,7,3,6,Soba,1,3,True,False,False,0,True,531609
1013583,Antalya,Daire,209,182,2,44,4,8,Doğalgaz (Kombi),3,1,True,False,False,0,False,1775002
1009359,İstanbul,Dükkan,96,74,0,26,5,14,Doğalgaz (Kombi),2,1,False,False,False,35,False,2143699
1003700,Samsun,Daire,181,130,3,27,0,2,Doğalgaz (Kombi),1,1,False,False,False,33,True,894922
1011919,Trabzon,Daire,129,118,2,67,3,13,Doğalgaz (Kombi),2,1,True,False,False,0,True,537665
1001788,Konya,Ofis,362,267,2,73,4,12,Doğalgaz (Kombi),2,1,True,False,False,0,False,1460093
1012735,Konya,Daire,240,190,3,40,0,3,Doğalgaz (Kombi),1,3,False,False,False,0,False,1116040
1006314,Antalya,Daire,77,68,3,16,8,10,Klima,2,1,True,True,True,100,True,634545
1003645,İzmir,Daire,116,97,3,75,2,11,Doğalgaz (Kombi),2,0,True,False,False,102,True,1300969
1001776,Ankara,Daire,150,130,3,35,9,14,Soba,1,1,False,False,False,0,True,1774745
1000192,Diyarbakır,Ofis,158,141,1,67,6,12,Doğalgaz (Kombi),2,1,True,True,False,0,False,574620
1009012,İstanbul,Dükkan,240,191,0,14,5,8,Merkezi,1,1,False,False,False,145,True,5521986
1010261,Adana,Daire,101,88,3,25,6,17,Klima,1,1,True,True,False,87,True,640034
1012901,Diyarbakır,Villa,478,408,4,47,5,15,Merkezi,2,1,True,False,True,926,True,2642442
1014352,Konya,Daire,203,150,1,14,9,11,Klima,2,0,True,False,False,48,True,1280692
1005388,Diyarbakır,Daire,181,138,3,10,12,13,Soba,1,0,False,False,False,77,True,575387
1010307,Antalya,Arsa,1940,1940,0,58,7,9,Doğalgaz (Kombi),1,1,False,True,False,18,False,8479797
1004951,Gaziantep,Daire,47,38,1,16,0,8,Isıtma Yok,1,1,True,False,False,0,True,188072
1002687,İstanbul,Dükkan,155,116,0,8,7,15,Doğalgaz (Kombi),1,2,True,False,False,0,True,3485062
1004390,Adana,Daire,65,47,2,16,10,11,Doğalgaz (Kombi),1,1,False,True,False,57,True,301867
1004927,Mersin,Daire,89,71,3,9,0,10,Doğalgaz (Kombi),1,0,True,False,False,69,True,424611
1005552,Mersin,Daire,111,96,2,57,8,10,Doğalgaz (Kombi),2,0,False,False,False,101,True,574243
1014332,İzmir,Daire,104,80,4,34,12,15,Klima,2,0,True,False,False,0,False,1135206
1000238,Antalya,Arsa,958,958,0,18,6,8,Doğalgaz (Kombi),3,0,False,False,False,0,False,3647939
1013908,İstanbul,Dükkan,270,216,0,19,1,9,Klima,1,0,True,False,False,115,True,4254126
1014529,Ankara,Daire,162,135,1,37,6,9,Doğalgaz (Kombi),1,1,True,False,True,207,True,2092783
1006901,İstanbul,Daire,121,85,2,31,1,7,Doğalgaz (Kombi),2,1,True,False,True,103,True,2079020
1010951,Kayseri,Arsa,1169,1169,0,14,0,2,Soba,2,1,True,False,False,112,False,1369147
1014864,Antalya,Daire,168,118,4,17,3,4,Doğalgaz (Kombi),2,1,False,False,True,134,True,1021904
1009137,Antalya,Daire,111,101,4,43,3,8,Soba,2,3,True,True,False,28,True,1045957
1012313,İstanbul,Daire,129,111,3,29,2,8,Isıtma Yok,1,1,True,True,False,29,False,2823644
1008640,İstanbul,Daire,171,152,2,14,1,13,Doğalgaz (Kombi),1,1,True,False,False,0,True,5189262
1005097,İstanbul,Daire,146,134,4,3,0,4,Doğalgaz (Kombi),1,0,False,False,False,100,True,2978034
1010826,İstanbul,Ofis,222,183,1,31,2,15,Klima,1,1,True,False,False,52,True,4380974
1011173,İzmir,Daire,123,98,2,55,7,11,Merkezi,1,1,True,False,False,1,True,984798
1010335,Kayseri,Daire,100,87,3,61,11,12,Soba,2,1,False,False,False,0,True,324289
1003552,Antalya,Arsa,980,980,0,37,4,17,Doğalgaz (Kombi),1,1,False,False,False,42,True,3775412
1014955,Adana,Daire,97,78,3,1,4,12,Isıtma Yok,1,3,False,False,False,15,False,526621
1003360,İstanbul,Daire,221,187,3,58,11,15,Isıtma Yok,1,1,False,False,False,51,True,6049680
1008328,Bursa,Daire,44,34,4,9,15,17,Merkezi,1,2,False,True,False,0,True,231329
1005628,İzmir,Daire,193,173,1,2,3,12,Soba,1,1,True,False,True,180,True,2547720
1007751,İstanbul,Ofis,156,114,1,45,2,4,Doğalgaz (Kombi),2,1,False,False,False,0,False,2951197
1005783,Antalya,Daire,114,91,2,5,8,13,Klima,2,1,True,True,False,43,True,901085
1004507,İstanbul,Daire,111,83,4,1,0,15,Merkezi,1,1,True,False,False,0,True,2773053
1013112,Bursa,Daire,154,114,1,18,8,17,Soba,1,1,True,False,False,83,True,1715452
1000146,Mersin,Daire,95,69,3,70,3,6,Klima,2,0,True,False,False,0,True,245195
1011042,İstanbul,Daire,124,91,3,29,10,14,Doğalgaz (Kombi),1,0,False,False,False,164,True,1966595
1002294,Ankara,Daire,44,34,3,24,1,6,Doğalgaz (Kombi),1,1,False,True,True,100,True,331374
1007178,İstanbul,Daire,228,166,3,32,4,16,Doğalgaz (Kombi),1,3,True,False,False,155,True,3659228
1009928,İstanbul,Daire,216,197,3,10,5,8,Isıtma Yok,2,0,False,False,False,0,True,4463322
1014306,Konya,Daire,184,160,2,3,1,2,Doğalgaz (Kombi),1,1,False,True,False,171,True,1311995
1010764,İstanbul,Daire,245,210,3,36,12,16,Merkezi,2,2,True,False,False,54,True,5905316
1014223,İzmir,Daire,145,124,2,52,1,1,Klima,3,1,False,False,False,78,True,2552265
1012443,İstanbul,Daire,133,117,4,12,1,2,Isıtma Yok,1,1,True,True,False,0,True,2629080
1008690,Mersin,Daire,91,67,5,49,4,10,Doğalgaz (Kombi),1,1,True,False,False,81,True,460527
1007081,İzmir,Daire,171,124,3,2,11,17,Yerden Isıtma,1,1,True,False,False,106,True,1698858
1004733,Ankara,Dükkan,182,157,0,14,14,16,Doğalgaz (Kombi),2,2,True,False,True,129,False,2454107
1008912,İstanbul,Daire,90,79,3,7,1,11,Soba,1,2,False,False,True,100,True,1898609
1004384,Diyarbakır,Arsa,292,292,0,10,0,17,Merkezi,2,1,True,True,False,9,False,856853
1014105,İstanbul,Ofis,372,273,1,30,6,7,Doğalgaz (Kombi),2,1,False,True,False,137,False,4868617
1013759,İstanbul,Daire,58,41,3,14,2,10,Doğalgaz (Kombi),1,0,True,False,True,100,True,874686
1011573,İstanbul,Villa,738,546,4,26,9,17,Yerden Isıtma,2,2,True,True,False,0,True,35415854
1004545,Trabzon,Daire,99,73,3,21,0,6,Doğalgaz (Kombi),2,1,True,False,True,213,True,398509
1000596,İstanbul,Daire,195,142,2,1,0,2,Isıtma Yok,1,1,False,False,False,61,True,4082366
1013642,Ankara,Arsa,329,329,0,67,4,5,Merkezi,1,1,False,True,False,0,True,1366167
1010538,Eskişehir,Daire,88,81,5,9,6,7,Soba,1,1,False,False,True,148,True,635841
1005164,İzmir,Arsa,1702,1702,0,29,4,8,Soba,2,2,True,True,False,0,False,18076080
1013749,Antalya,Daire,120,102,2,54,0,5,Isıtma Yok,1,1,True,False,True,100,True,1439100
1001647,Diyarbakır,Dükkan,41,30,0,35,4,10,Soba,2,1,True,True,False,115,True,150886
1006815,İstanbul,Daire,129,105,3,36,13,15,Isıtma Yok,2,1,False,True,True,100,True,2673152
1002700,Kayseri,Daire,115,99,1,14,7,13,Klima,1,1,True,False,False,52,True,560840
1001700,Malatya,Daire,127,99,3,3,10,17,Doğalgaz (Kombi),1,1,True,False,False,27,True,580036
1002773,Bursa,Daire,127,106,2,47,3,10,Soba,1,0,True,False,True,242,True,1379218
1006968,Ankara,Dükkan,272,241,0,68,6,14,Soba,2,1,False,False,False,214,True,2521103
1008143,Ankara,Ofis,62,53,1,19,0,4,Doğalgaz (Kombi),3,2,False,False,False,48,False,456755
1006219,Eskişehir,Daire,85,73,3,67,2,5,Merkezi,1,1,False,False,False,0,True,449132
1000086,İstanbul,Ofis,324,240,1,51,3,4,Isıtma Yok,1,2,False,True,False,60,False,8026377
1012283,Diyarbakır,Daire,249,177,3,39,1,10,Doğalgaz (Kombi),1,1,True,True,False,20,True,597790
1012252,Samsun,Daire,126,90,4,58,6,8,Doğalgaz (Kombi),3,1,True,True,False,0,False,791474
1013132,İstanbul,Daire,72,66,1,35,0,16,Merkezi,2,0,False,False,True,100,True,1381279
1002594,Ankara,Daire,209,171,2,15,7,9,Isıtma Yok,1,1,True,False,False,0,True,1577489
1001029,İstanbul,Daire,182,165,3,38,0,3,Doğalgaz (Kombi),2,2,False,False,False,138,True,4195714
1000136,Ankara,Daire,77,55,2,14,6,17,Doğalgaz (Kombi),1,1,False,True,False,100,True,623727
1006972,Eskişehir,Villa,706,593,4,47,3,4,Klima,2,0,False,False,False,37,True,5432230
1011258,İstanbul,Daire,177,158,2,36,0,13,Klima,2,1,True,True,False,0,True,4330551
1007024,Adana,Dükkan,141,112,0,0,12,18,Doğalgaz (Kombi),1,1,False,False,False,164,True,1009964
1002854,Malatya,Dükkan,194,136,0,11,5,9,Doğalgaz (Kombi),1,3,False,False,False,61,False,926586
1001200,Antalya,Arsa,439,439,0,36,3,4,Isıtma Yok,2,1,False,True,False,53,True,2707610
1006121,Bursa,Ofis,186,166,2,14,3,5,Doğalgaz (Kombi),2,2,True,True,False,33,True,1710832
1009763,İstanbul,Daire,243,182,1,4,2,17,Merkezi,1,0,True,False,True,548,True,4830947
1008758,Adana,Daire,166,139,3,27,10,15,Soba,2,1,True,False,False,22,False,444379
1011537,İzmir,Daire,183,134,4,3,1,7,Soba,1,1,True,False,False,0,True,2067677
1006296,İstanbul,Daire,136,114,4,1,0,7,Doğalgaz (Kombi),1,1,True,False,False,0,False,2915779
1003927,İstanbul,Daire,221,185,2,52,4,12,Soba,2,0,True,False,False,101,True,4063838
1010105,İzmir,Dükkan,75,54,0,18,0,8,Merkezi,2,1,False,False,True,147,False,1083972
1013248,Diyarbakır,Villa,633,486,5,33,5,14,Doğalgaz (Kombi),1,1,False,True,True,977,True,4850815
1008468,İstanbul,Daire,183,153,4,41,3,14,Doğalgaz (Kombi),1,2,True,True,True,692,True,3313749
1003606,Mersin,Dükkan,70,50,0,33,8,9,Doğalgaz (Kombi),1,1,True,False,False,97,True,214819
1013378,İzmir,Daire,165,130,1,24,2,6,Klima,3,1,True,False,False,72,True,1473682
1002330,Antalya,Daire,48,44,3,5,3,12,Soba,1,1,True,True,True,100,True,414205
1002187,Gaziantep,Daire,199,159,2,54,11,16,Merkezi,1,2,True,False,True,361,True,801779
1000195,İstanbul,Daire,165,138,4,49,2,3,Doğalgaz (Kombi),1,1,False,True,False,18,True,4482141
1005059,İstanbul,Ofis,293,224,2,13,2,14,Merkezi,1,1,False,False,False,44,True,5218158
1000802,Antalya,Daire,44,40,2,3,1,15,Isıtma Yok,1,1,False,False,True,185,True,258696
1002668,İstanbul,Daire,250,224,3,16,5,10,Merkezi,3,2,True,True,False,239,True,7717465
1000241,Ankara,Villa,743,579,4,9,9,13,Isıtma Yok,1,1,True,False,False,82,True,10114770
1002068,Antalya,Daire,160,127,3,7,4,8,Merkezi,1,0,True,False,True,285,True,1533615
1013517,İstanbul,Daire,165,127,2,74,1,1,Doğalgaz (Kombi),2,0,True,False,True,100,True,3532025
1013129,Konya,Daire,231,172,2,28,2,11,Soba,1,3,True,False,False,0,True,1285203
1000644,Ankara,Daire,108,79,1,2,1,3,Merkezi,1,0,False,True,False,30,True,853021
1009116,İstanbul,Daire,62,50,3,29,2,9,Doğalgaz (Kombi),1,3,True,False,True,100,True,1635661
1005103,İstanbul,Daire,84,64,5,14,3,4,Merkezi,2,1,True,False,False,56,True,1541014
1001637,Ankara,Daire,173,138,3,48,1,6,Doğalgaz (Kombi),2,1,True,True,False,143,True,1767010
1007552,Ankara,Daire,241,186,1,52,1,4,Merkezi,1,1,True,True,False,215,True,3402229
1008312,İstanbul,Daire,131,117,3,53,9,15,Merkezi,1,1,True,False,True,100,True,2352422
1003074,İstanbul,Daire,108,93,2,21,5,8,Merkezi,1,0,False,True,True,100,True,1984498
1009014,Samsun,Daire,106,87,4,10,1,6,Merkezi,1,1,True,False,False,0,True,463477
1007296,İzmir,Daire,162,142,3,55,0,12,Doğalgaz (Kombi),1,2,True,False,False,0,True,2020562
1003278,Konya,Daire,207,149,3,59,0,2,Doğalgaz (Kombi),1,2,False,False,False,57,True,1275986
1008003,Kayseri,Daire,163,135,3,63,0,5,Klima,1,1,True,True,False,54,False,507348
1004970,Ankara,Daire,141,121,2,1,0,2,Doğalgaz (Kombi),2,1,False,True,False,46,True,1744591
1010654,İzmir,Daire,39,33,1,41,2,7,Doğalgaz (Kombi),1,3,False,True,False,0,False,451373
1008326,Antalya,Daire,219,191,3,16,5,18,Isıtma Yok,1,2,False,False,False,0,True,1374066
1006915,Antalya,Ofis,373,309,2,1,5,8,Doğalgaz (Kombi),1,0,True,True,True,104,True,4272074
1010468,Gaziantep,Dükkan,256,198,0,31,0,3,Merkezi,2,2,False,True,False,193,True,1374113
1007829,İstanbul,Arsa,144,144,0,1,6,12,Yerden Isıtma,1,1,False,False,False,45,False,2485005
1000062,Kayseri,Daire,83,68,3,33,0,3,Doğalgaz (Kombi),1,1,True,False,True,237,True,323983
1011853,Konya,Daire,172,131,2,14,4,7,Doğalgaz (Kombi),2,1,True,True,False,76,False,689414
